school,state,district,postcode,lat,lon
SK MARAK-PARAK,Sabah,Kota Marudu,89107,6.31604,116.73678
SK GANA,Sabah,Kota Marudu,89108,6.34123,116.91272
SK SUNSUI,Sabah,Kota Marudu,89108,6.38591,116.77212
SK MAGANDAI,Sabah,Kota Marudu,89108,6.434229,117.047383
SK TALANTANG,Sabah,Kota Marudu,89100,6.44893,116.84942
SK LAMPADA,Sabah,Kota Marudu,89108,6.44925,116.7058
SK TIMBANG BATU,Sabah,Kota Marudu,89107,6.45415,116.805117
SK SIMPANGAN,Sabah,Kota Marudu,89109,6.46423,116.75127
SK MASALOG,Sabah,Kota Marudu,89100,6.47441,116.84502
SK PANAITAN,Sabah,Kota Marudu,89108,6.47634,116.72423
SK TUMUNDA SALIMANDUT,Sabah,Kota Marudu,89108,6.48745,116.86433
SMK BANDAU,Sabah,Kota Marudu,89108,6.495631,116.826425
SMK KOTA MARUDU,Sabah,Kota Marudu,89107,6.49568,116.76265
SK TAGAROH,Sabah,Kota Marudu,89107,6.4989833,116.71157
SK ONGKILAN,Sabah,Kota Marudu,89108,6.50548,116.8212
SK RANAU,Sabah,Kota Marudu,89108,6.50685,116.74765
SMK KOTA MARUDU II,Sabah,Kota Marudu,89108,6.51519,116.78352
SK POPOK,Sabah,Kota Marudu,89108,6.51691,116.79558
SJK(C) KHOI MING,Sabah,Kota Marudu,89107,6.51942,116.75478
SK PEKAN KOTA MARUDU,Sabah,Kota Marudu,89108,6.51973,116.75253
SK KOTA MARUDU II,Sabah,Kota Marudu,89109,6.52264,116.76925
SK LANGKON,Sabah,Kota Marudu,89108,6.52862,116.70968
SMK LANGKON,Sabah,Kota Marudu,89108,6.52863,116.70967
SK TANDEK,Sabah,Kota Marudu,89108,6.52876,116.84715
SK MANGARIS,Sabah,Kota Marudu,89108,6.530684,116.637582
SK SAMPARITA,Sabah,Kota Marudu,89108,6.53406,116.94076
SMK TANDEK,Sabah,Kota Marudu,89108,6.53492,116.85418
SK MANGIN,Sabah,Kota Marudu,89100,6.55729,116.68319
SK TARITIPAN,Sabah,Kota Marudu,89100,6.56118,116.8604
SMK TANDEK 2,Sabah,Kota Marudu,89108,6.576314,116.859045
SK BENGKONGAN,Sabah,Kota Marudu,89107,6.58241,116.71782
SMK BENGKONGAN,Sabah,Kota Marudu,89107,6.58308,116.717393
SK KOROMOKO,Sabah,Kota Marudu,89108,6.58349,116.90261
SK BINTASAN,Sabah,Kota Marudu,89100,6.58657,116.70231
SK TANJUNG BATU,Sabah,Kota Marudu,89108,6.60179,116.85885
SK TIGAMAN,Sabah,Kota Marudu,89107,6.62683,116.73884
SK SAMPIR,Sabah,Kota Marudu,89107,6.65337,116.70518
SK TEMUNO TERINGAI DARAT,Sabah,Kota Marudu,89108,6.66923,116.6635
SMK MENUMBOK,Sabah,Kuala Penyu,89767,5.30132,115.35432
SK PEKAN MENUMBOK,Sabah,Kuala Penyu,89767,5.30308,115.36822
SJK(C) PUI HWA,Sabah,Kuala Penyu,89767,5.30375,115.36969
SK MELIKAI,Sabah,Kuala Penyu,89767,5.37157,115.40617
SK LAMBIDAN,Sabah,Kuala Penyu,89767,5.38289,115.36956
SK SINAPOKAN,Sabah,Kuala Penyu,89760,5.39447,115.44139
SK SANGKABOK,Sabah,Kuala Penyu,89767,5.40342,115.38023
SK TANJUNG ARU,Sabah,Kuala Penyu,89767,5.41051,115.40187
SK KILUGUS,Sabah,Kuala Penyu,89747,5.43157,115.46222
SK BATU LINTING,Sabah,Kuala Penyu,89747,5.457038,115.4542
SK BERANGKOK,Sabah,Kuala Penyu,89740,5.46107,115.49588
SK KERUKAN,Sabah,Kuala Penyu,89747,5.47664,115.52365
SK MANSUD,Sabah,Kuala Penyu,89740,5.488518,115.488807
SK MENUNGGANG,Sabah,Kuala Penyu,89740,5.49437,115.53886
SK KEKAPOR,Sabah,Kuala Penyu,89740,5.49891,115.50416
SMK KUALA PENYU,Sabah,Kuala Penyu,89747,5.50026,115.55427
SMK ST PETER BUNDU,Sabah,Kuala Penyu,89747,5.50466,115.56937
SK ST. PETER BUNDU,Sabah,Kuala Penyu,89747,5.50567,115.56952
SK TEMPURONG,Sabah,Kuala Penyu,89747,5.52965,115.53668
SK JANANG,Sabah,Kuala Penyu,89747,5.53054,115.55657
SK RIMBAAN,Sabah,Kuala Penyu,89747,5.54396,115.57395
SK ST. AUGUSTINE,Sabah,Kuala Penyu,89747,5.54539,115.55698
SK PALU-PALU,Sabah,Kuala Penyu,89747,5.55847,115.60468
SK MENUMPANG,Sabah,Kuala Penyu,89747,5.56475,115.56426
SJK(C) CHUNG HWA,Sabah,Kuala Penyu,89747,5.57352,115.59655
SK PEKAN KUALA PENYU,Sabah,Kuala Penyu,89747,5.57526,115.59174
SK ST JOSEPH,Sabah,Kuala Penyu,89747,5.57555,115.58918
SMK PEKAN KUALA PENYU,Sabah,Kuala Penyu,89747,5.57626,115.59125
SK TENAMBAK,Sabah,Kuala Penyu,89747,5.60161,115.58412
SK ST. STEPHEN,Sabah,Kuala Penyu,89747,5.60582,115.61192
SK SEBAYAN,Sabah,Kudat,89058,6.69246,116.78877
SK MATUNGGONG,Sabah,Kudat,89058,6.70553,116.73897
SK LOTONG,Sabah,Kudat,89058,6.73725,116.81362
SMK MATUNGGONG,Sabah,Kudat,89058,6.74113,116.72584
SK PINAWANTAI KUDAT,Sabah,Kudat,89058,6.74246,116.73931
SK PANUDAHAN,Sabah,Kudat,89050,6.7464,116.67053
SMK PINAWANTAI,Sabah,Kudat,89058,6.74898,116.72754
SK INDARASON LAUT,Sabah,Kudat,89058,6.763267,116.639517
SK LAMPAKI KUDAT,Sabah,Kudat,89058,6.77053,116.82958
SK TINANGOL,Sabah,Kudat,89058,6.78009,116.70116
SK GARAU KUDAT,Sabah,Kudat,89058,6.78188,116.74823
SK PERAPAT LAUT,Sabah,Kudat,89058,6.78669,116.85299
SK LOKOTON,Sabah,Kudat,89058,6.78813,116.79489
SK PATA,Sabah,Kudat,89058,6.79398,116.66032
SK NANGKA KUDAT,Sabah,Kudat,89058,6.79862,116.82009
SK BINGOLON KUDAT,Sabah,Kudat,89058,6.82077,116.699
SK LIMAU-LIMAUAN,Sabah,Kudat,89058,6.82144,116.85925
SK PARAPAT DARAT,Sabah,Kudat,89058,6.82337,116.7203
SK LODUNG KUDAT,Sabah,Kudat,89058,6.82655,116.78613
SK DUALOG,Sabah,Kudat,89058,6.83388,116.76228
SK LAJONG,Sabah,Kudat,89058,6.85839,116.69759
SK KG MINYAK,Sabah,Kudat,89058,6.86246,116.67634
SK TERONGKONGAN,Sabah,Kudat,89058,6.86487,116.65146
SMK SIKUATI II,Sabah,Kudat,89058,6.87439,116.69177
SK PADANG,Sabah,Kudat,89058,6.87893,116.74301
SK BARAMBANGON,Sabah,Kudat,89058,6.878933,116.743
SMK KUDAT,Sabah,Kudat,89058,6.88428,116.84882
SK LANDUNG AYANG,Sabah,Kudat,89058,6.88619,116.83958
SK ST JAMES,Sabah,Kudat,89057,6.8881,116.84526
SK PULAU TIGABU,Sabah,Kudat,89058,6.889036,117.4734
SK DAMPIRIT,Sabah,Kudat,89058,6.88962,116.7657
SK LOK YUK BATU 1 KUDAT.,Sabah,Kudat,89058,6.89,116.84644
SJK(C) LOK YUK BATU 1 KUDAT,Sabah,Kudat,89057,6.89063,116.84656
SJK(C) HWA LIAN,Sabah,Kudat,89057,6.8913,116.84685
SMK SIKUATI,Sabah,Kudat,89058,6.89164,116.69511
SK SIKUATI,Sabah,Kudat,89057,6.89263,116.71294
SK LOK YUK SIKUATI,Sabah,Kudat,89057,6.89318,116.71271
SMK LOK YUK KUDAT,Sabah,Kudat,89058,6.89403,116.8472
KOLEJ VOKASIONAL KUDAT ,Sabah,Kudat,89057,6.89462,116.70088
SMK ST PETER KUDAT,Sabah,Kudat,89058,6.89553,116.85542
SK ST PETER KUDAT,Sabah,Kudat,89058,6.89563,116.85429
SJK(C) ST PETER,Sabah,Kudat,89058,6.89594,116.85406
SMK ABDUL RAHIM,Sabah,Kudat,89057,6.8982,116.84808
SK TUN DATU HJ MUSTAPHA,Sabah,Kudat,89058,6.90007,116.84804
SJK(C) YUK HWA TEMALANG,Sabah,Kudat,89057,6.90259,116.78215
SK PEKAN KUDAT II,Sabah,Kudat,89058,6.91054,116.84166
SMK ABD. RAHIM II,Sabah,Kudat,89058,6.91145,116.84118
SK LOK YUK TAMALANG KUDAT,Sabah,Kudat,89057,6.91629,116.75918
SMK KUDAT II,Sabah,Kudat,89058,6.91634,116.84344
SJK(C) OUR LADY IMMACULATE KUDAT,Sabah,Kudat,89057,6.91684,116.75565
SK MUHIBBAH,Sabah,Kudat,89058,6.9235,116.84112
SJK(C) LOK YUK PINANGSOO KUDAT,Sabah,Kudat,89057,6.93018,116.81737
SJK(C) SACRED HEART TAJAU KUDAT,Sabah,Kudat,89057,6.93725,116.76283
SK BANGAU KUDAT,Sabah,Kudat,89058,6.947,116.72269
SK GUMANDANG,Sabah,Kudat,89058,6.96417,116.78857
SK SUANGPAI,Sabah,Kudat,89058,6.99607,116.77838
SK TIGA PAPAN KUDAT,Sabah,Kudat,89058,7.00031,116.75266
SK TANJUNG MANAWALI,Sabah,Kudat,89058,7.088467,117.2783
SK KARAKIT BANGGI,Sabah,Kudat,89058,7.11218,117.08569
SMK BANGGI,Sabah,Kudat,89058,7.13185,117.0728
SK LOKTOHOG BANGGI,Sabah,Kudat,89058,7.15148,117.06776
SK BATU LAYAR,Sabah,Kudat,89058,7.17664,117.08813
SK PALAK,Sabah,Kudat,89058,7.17725,117.088
SK LIMBUAK,Sabah,Kudat,89058,7.21035,117.06934
SK SABUR,Sabah,Kudat,89058,7.232567,117.219833
SK LAKSIAN,Sabah,Kudat,89058,7.233133,117.2199
SK BALAMBANGAN BANGGI,Sabah,Kudat,89058,7.236233,116.895383
SK KAPITANGAN,Sabah,Kudat,89058,7.335067,117.142883
SK DOGOTON,Sabah,Kudat,89057,7.349233,117.2781
SK SEMAYAN BANGGI,Sabah,Kudat,89058,7.3591,117.223017
SK LADANG GIRAM,Sabah,Kunak,91207,4.60207,118.20391
SK TUN FUAD,Sabah,Kunak,91207,4.6074,118.17422
SK TANJUNG KERAMAT,Sabah,Kunak,91207,4.60938,118.36801
SK SKIM KOKOS,Sabah,Kunak,91207,4.62523,118.22011
SK GADING-GADING,Sabah,Kunak,91207,4.62868,118.35874
SK PANGI,Sabah,Kunak,91207,4.66038,118.28371
SK MOSTYN,Sabah,Kunak,91207,4.66086,118.19358
SK KAMPUNG SELAMAT,Sabah,Kunak,91207,4.67785,118.24924
SMK KUNAK JAYA,Sabah,Kunak,91207,4.67897,118.25003
SMK KUNAK,Sabah,Kunak,91207,4.67978,118.24553
SK KUNAK I,Sabah,Kunak,91207,4.68294,118.24651
SJK(C) PAI SHENG,Sabah,Kunak,91207,4.68298,118.24547
SK KUNAK JAYA,Sabah,Kunak,91207,4.69597,118.23875
SK LADANG BINUANG,Sabah,Kunak,91207,4.70048,118.07195
SK KUNAK 2,Sabah,Kunak,91207,4.70108,118.22968
SK LORMALONG,Sabah,Kunak,91207,4.70267,118.20381
SMK MADAI,Sabah,Kunak,91209,4.72469,118.18699
SK MADAI,Sabah,Kunak,91207,4.72571,118.18566
SK SILAM,Sabah,Lahad Datu,91118,4.95175,118.18981
SK BAKAPIT,Sabah,Lahad Datu,91120,4.95444,118.58215
SK SRI PANTAI,Sabah,Lahad Datu,91100,4.97883,118.79339
SK KENNEDY BAY,Sabah,Lahad Datu,91109,4.97949,118.22825
SK TANJONG PARAS,Sabah,Lahad Datu,91117,4.99108,118.34284
SK TERUSAN,Sabah,Lahad Datu,91123,4.99825,118.27316
SK TELISAI,Sabah,Lahad Datu,91120,5.00516,118.83364
SK ST STEPHENS,Sabah,Lahad Datu,91121,5.00892,118.47276
SMK TERUSAN,Sabah,Lahad Datu,91116,5.0098167,118.2795333
SK SILABUKAN,Sabah,Lahad Datu,91118,5.0137,118.5315
SMK SILABUKAN,Sabah,Lahad Datu,91116,5.0137,118.5315
SK BIKANG,Sabah,Lahad Datu,91100,5.01442,118.44087
SK SEPAGAYA,Sabah,Lahad Datu,91116,5.0172,118.27906
SK UNICO DESA,Sabah,Lahad Datu,91112,5.01752,118.27896
SK TUNGKU,Sabah,Lahad Datu,91118,5.01913,118.88747
SMK TUNGKU,Sabah,Lahad Datu,91117,5.02182,118.87058
SK LAHAD DATU III,Sabah,Lahad Datu,91120,5.02529,118.34702
SJK(C) SIEW CHING,Sabah,Lahad Datu,91110,5.02743,118.33049
SK LAHAD DATU II,Sabah,Lahad Datu,91119,5.02758,118.30067
SMK SEPAGAYA,Sabah,Lahad Datu,91119,5.02777,118.2977
SJK(C) CHEE VUN,Sabah,Lahad Datu,91110,5.0302,118.33824
SK PEKAN,Sabah,Lahad Datu,91111,5.03023,118.33654
SK BINUANG,Sabah,Lahad Datu,91121,5.03156,118.38688
SK LAHAD DATU IV,Sabah,Lahad Datu,91124,5.03263,118.29313
SK PAYANG,Sabah,Lahad Datu,91112,5.03264,118.29316
SMK ST DOMINIC,Sabah,Lahad Datu,91114,5.03379,118.31709
SK ST DOMINIC,Sabah,Lahad Datu,91120,5.03422,118.31658
SMK AGASEH,Sabah,Lahad Datu,91112,5.03665,118.3464
SJK(C) SIN WAH,Sabah,Lahad Datu,91110,5.03698,118.39524
SK ULU TUNGKU,Sabah,Lahad Datu,91120,5.04,118.85417
SK BANGINGOD,Sabah,Lahad Datu,91118,5.04401,118.95333
SJK(C) YUK CHOI,Sabah,Lahad Datu,91110,5.04407,118.29838
SK SRI DARUN,Sabah,Lahad Datu,91117,5.05076,118.834
SK SAHABAT II,Sabah,Lahad Datu,91125,5.05936,118.91212
SJK(C) KIAU SHING,Sabah,Lahad Datu,91110,5.07534,118.2924
SK SAHABAT 16,Sabah,Lahad Datu,91117,5.07548,119.06164
SK SAHABAT 4,Sabah,Lahad Datu,91150,5.07841,119.07038
SMK DESA KENCANA,Sabah,Lahad Datu,91150,5.08029,119.06715
SK BATU 6 1/2 SEGAMA,Sabah,Lahad Datu,91119,5.0905,118.28526
SM SAINS LAHAD DATU,Sabah,Lahad Datu,91108,5.09214,118.25295
SMK SEGAMA,Sabah,Lahad Datu,91122,5.09349,118.24457
KOLEJ VOKASIONAL LAHAD DATU ,Sabah,Lahad Datu,91111,5.09472,118.24396
SK BUKIT BALACON,Sabah,Lahad Datu,91115,5.10265,118.23493
SK TAWAIYARI,Sabah,Lahad Datu,91121,5.11565,118.19253
SK SABAH COCOA,Sabah,Lahad Datu,91118,5.12113,118.59673
SK CENDERAWASIH,Sabah,Lahad Datu,91110,5.15209,119.00215
SK TANJUNG LABIAN,Sabah,Lahad Datu,91120,5.1693,119.2349
SK PERMAI,Sabah,Lahad Datu,91113,5.18392,118.4564
SK LOK BUANI,Sabah,Lahad Datu,91112,5.22875,119.25597
SK FAJAR HARAPAN,Sabah,Lahad Datu,91150,5.23531,119.20793
SK AMALANIA,Sabah,Lahad Datu,91119,5.34737,118.39275
SK JEROCO,Sabah,Lahad Datu,91100,5.41524,118.45541
SK TAMBISAN,Sabah,Lahad Datu,91112,5.45158,119.1446
SK SALILARAN,Sabah,Nabawan,89957,4.405683,116.221083
SK BABALITAN,Sabah,Nabawan,89957,4.4509,116.4349833
SK SALIKU,Sabah,Nabawan,89957,4.45955,116.58723
SK SASANDUKON,Sabah,Nabawan,89957,4.48062,116.49863
SK LOGONGON,Sabah,Nabawan,89957,4.4997,116.4206333
SK SIBANGALI,Sabah,Nabawan,89957,4.51034,116.26181
SK TINADUK,Sabah,Nabawan,89957,4.52075,116.38944
SK PEKAN PENSIANGAN,Sabah,Nabawan,89950,4.54019,116.31379
SK SALINATAN,Sabah,Nabawan,89957,4.5737,116.2763167
SK KUALA SALONG,Sabah,Nabawan,89557,4.5808833,116.453
SK SALAROM,Sabah,Nabawan,89957,4.66953,116.60577
SK SIMATUOH,Sabah,Nabawan,89950,4.6711667,116.5493833
SK LABANG,Sabah,Nabawan,89957,4.69698,116.59528
SK SEPULOT,Sabah,Nabawan,89957,4.70405,116.48423
SMK SEPULOT NABAWAN,Sabah,Nabawan,89950,4.70649,116.48237
SK LOTONG,Sabah,Nabawan,89950,4.71463,116.45138
SK PENGARAAN,Sabah,Nabawan,89957,4.73314,116.22225
SK BINANON,Sabah,Nabawan,89007,4.82797,116.22329
SK NANGKAWANGAN,Sabah,Nabawan,89007,4.84972,116.24317
SK LAYON,Sabah,Nabawan,89957,4.85742,116.26473
SK TAMPUSISON,Sabah,Nabawan,89957,4.8591,116.49527
SK PENONTOMON,Sabah,Nabawan,89957,4.87987,116.26473
SK PANDIWAN,Sabah,Nabawan,89957,4.9377,116.48063
SK PEMENTERIAN,Sabah,Nabawan,89957,4.95664,116.42949
SK ULU MOSOPOH,Sabah,Nabawan,89957,4.96826,116.38561
SK TETAGAS,Sabah,Nabawan,89957,4.9928,116.469
SMK NABAWAN II,Sabah,Nabawan,89957,5.00247,116.46382
SK KEBU BARU,Sabah,Nabawan,89957,5.02899,116.41724
SMK NABAWAN,Sabah,Nabawan,89957,5.03791,116.43796
SK PEKAN NABAWAN,Sabah,Nabawan,89957,5.03929,116.43728
SK KG ENAM,Sabah,Nabawan,89957,5.04523,116.39777
SK KG BAHAGIA,Sabah,Nabawan,89957,5.09167,116.44135
SK ULU LUMAGAR,Sabah,Papar,89700,5.45447,115.88067
SJK(C) BONG HWA,Sabah,Papar,89700,5.53703,115.85403
SMK BONGAWAN,Sabah,Papar,89700,5.53809,115.85056
SK PEKAN BONGAWAN,Sabah,Papar,89700,5.54023,115.85338
SK NYARIS-NYARIS,Sabah,Papar,89700,5.54271,115.86986
SJK(C) CHENG MING,Sabah,Papar,89608,5.56787,115.95743
SK MANDAHAN,Sabah,Papar,89700,5.56907,115.89528
SK DAINGIN,Sabah,Papar,89600,5.58208,115.961
SMK BONGAWAN II,Sabah,Papar,89600,5.59917,115.88873
SK PEKAN KIMANIS,Sabah,Papar,89608,5.61461,115.89
SMK AGAMA KIMANIS,Sabah,Papar,89608,5.61753,115.88832
SK BELATIK,Sabah,Papar,89608,5.61877,115.93668
SK KIMANIS,Sabah,Papar,89608,5.61944,115.91379
SK LINGAN,Sabah,Papar,89609,5.63044,115.99913
SJK(C) SEN MING,Sabah,Papar,89608,5.63588,115.95853
SK KELATUAN,Sabah,Papar,89608,5.63906,115.95757
SK OUR LADY,Sabah,Papar,89608,5.64348,115.95378
SK KAYAU,Sabah,Papar,89609,5.67985,116.0107
SK LANGKAWIT,Sabah,Papar,89608,5.68061,115.95072
SK KAMBIZAAN,Sabah,Papar,89608,5.6817,116.02694
SMK BENONI,Sabah,Papar,89608,5.68792,115.93351
SJK(C) TUNG SHAN,Sabah,Papar,89608,5.6894,116.01373
SK BENONI,Sabah,Papar,89608,5.69632,115.92294
SK RAMPAZAN,Sabah,Papar,89607,5.69822,115.97102
SJK(C) HWA YIN RAMPAZAN,Sabah,Papar,89608,5.69825,115.97534
SK PADAWAN BESAR,Sabah,Papar,89608,5.70184,115.9806
SK KOGOPON,Sabah,Papar,89608,5.7063,116.03555
SK GANA,Sabah,Papar,89608,5.70752,116.01206
SK ST MARY,Sabah,Papar,89608,5.71651,115.94784
SMK ST MARY PAPAR,Sabah,Papar,89608,5.71652,115.94785
SK SACRED HEART KG BIAU,Sabah,Papar,89608,5.71885,115.96062
SK MANDALIPAU,Sabah,Papar,89608,5.72244,116.06853
SK SABANDIL,Sabah,Papar,89608,5.72367,115.97052
SK KELANAHAN,Sabah,Papar,89608,5.72507,115.9148
SMK TAKIS,Sabah,Papar,89600,5.72516,115.9306
SK LIMPUTONG,Sabah,Papar,89600,5.72761,115.95488
SJK(C) ST JOSEPH,Sabah,Papar,89608,5.73037,115.93028
SMK ST JOSEPH,Sabah,Papar,89608,5.73054,115.93031
SK ST JOSEPH,Sabah,Papar,89608,5.73145,115.93106
SK SURATI,Sabah,Papar,89608,5.73183,115.94003
SJK(C) ANGLO CHINESE,Sabah,Papar,89600,5.73233,115.93353
SMK MAJAKIR,Sabah,Papar,89608,5.73296,115.92673
SK PEKAN PAPAR,Sabah,Papar,89607,5.73402,115.92843
SK PANTAI MANIS PAPAR,Sabah,Papar,89608,5.73552,115.89978
SJK(C) CHENG HWA,Sabah,Papar,89607,5.73555,115.93332
SK BUANG SAYANG,Sabah,Papar,89608,5.74227,115.9319
SK KUALA PAPAR,Sabah,Papar,89600,5.745,115.91266
SK PENGALAT KECIL,Sabah,Papar,89608,5.74825,115.94285
SK TANAKI,Sabah,Papar,89608,5.7485,116.03374
SMK PENGALAT PAPAR,Sabah,Papar,89607,5.749307,115.952544
SK PENGALAT BESAR,Sabah,Papar,89607,5.75926,115.96258
SK KAIDUAN,Sabah,Papar,89608,5.76909,116.09494
SK KAWANG,Sabah,Papar,89608,5.77497,116.01968
SK BERINGIS,Sabah,Papar,89608,5.78778,115.99242
SK MOOK,Sabah,Papar,89608,5.79988,116.04568
SMK AGAMA TUN DATU MUSTAPHA,Sabah,Papar,89608,5.80357,116.03176
SK TAMPASAK,Sabah,Papar,89608,5.81103,116.06377
SK PEKAN KINARUT,Sabah,Papar,89600,5.822,116.04229
SJK(C) KIN KIAU,Sabah,Papar,89608,5.82278,116.04418
SMK KINARUT,Sabah,Papar,89608,5.82992,116.03555
SK BUAYAN,Sabah,Penampang,89500,5.77354,116.19215
SK LONGKOGUNGON,Sabah,Penampang,89507,5.7878,116.28889
SK TERIAN,Sabah,Penampang,89507,5.81076,116.18096
SK TAMPASAK TOGUDON,Sabah,Penampang,89507,5.85045,116.273433
SK SUGUD,Sabah,Penampang,89507,5.85527,116.09767
SK KEM LOK KAWI,Sabah,Penampang,89580,5.8593,116.05809
SK TOMBOVO,Sabah,Penampang,88800,5.86882,116.06254
SK PENDIDIKAN KHAS TUARAN,Sabah,Penampang,88200,5.872083,116.059167
SK ST ALOYSIUS LIMBANAK,Sabah,Penampang,89507,5.87852,116.09873
SMK TANSAU,Sabah,Penampang,88858,5.87852,116.05613
SMK LIMBANAK,Sabah,Penampang,89507,5.87894,116.10504
SK TANSAU,Sabah,Penampang,88200,5.88097,116.05558
SK MOYOG,Sabah,Penampang,89507,5.88823,116.23544
SK PUTATON INOBONG,Sabah,Penampang,89507,5.89068,116.13934
SMK PUTATAN,Sabah,Penampang,88200,5.89394,116.04347
SK PEKAN PUTATAN,Sabah,Penampang,88200,5.89535,116.04255
SJK(C) HWA SHIONG,Sabah,Penampang,88813,5.89643,116.04939
SK BUIT HILL,Sabah,Penampang,89507,5.89875,116.0667
SK ST THERESA INOBONG,Sabah,Penampang,89507,5.90376,116.13116
SK ST JOSEPH,Sabah,Penampang,89507,5.906083,116.1096
SK BABAGON,Sabah,Penampang,89507,5.90617,116.18422
SMK DATUK PETER MOJUNTIN,Sabah,Penampang,89507,5.90672,116.08753
SK PUUN TUNOH,Sabah,Penampang,89507,5.907167,116.0797
SMK ST MICHAEL,Sabah,Penampang,89507,5.909367,116.111383
SK KG CONTOH,Sabah,Penampang,88200,5.91017,116.04412
SK KIBABAIG,Sabah,Penampang,89507,5.91731,116.10996
SJK(C) YUE MIN,Sabah,Penampang,89507,5.91855,116.09961
SK PENAMPANG,Sabah,Penampang,89507,5.92007,116.10167
SK ST PAUL KOLOPIS,Sabah,Penampang,89507,5.92176,116.12839
SMK BAHANG,Sabah,Penampang,89507,5.92428,116.08856
SK BAHANG,Sabah,Penampang,89507,5.92567,116.08678
SK ST ANTHONY,Sabah,Penampang,89507,5.93712,116.09259
SK KIPOVO,Sabah,Penampang,89507,5.93897,116.16541
SK MANDURIAN,Sabah,Pitas,89108,6.595617,117.002333
SK NIBANG,Sabah,Pitas,89108,6.5975,117.026133
SK PINAPAK,Sabah,Pitas,89108,6.59781,117.03035
SK DALLAS PITAS,Sabah,Pitas,89108,6.60469,117.28348
SK SALIMPODON DARAT,Sabah,Pitas,89108,6.624,116.92912
SK PANTAI,Sabah,Pitas,89108,6.62981,117.25204
SK KASAGAAN,Sabah,Pitas,89108,6.63643,116.89274
SK PANDAN MANDAMAI,Sabah,Pitas,89100,6.64069,117.04794
SK KIBUBUK / SAHABAT SATU,Sabah,Pitas,89100,6.64107,116.97744
SK KANIBONGAN,Sabah,Pitas,89100,6.65232,117.21922
SMK KANIBUNGAN,Sabah,Pitas,89100,6.65233,117.21922
SK DANDUN,Sabah,Pitas,89100,6.65928,117.01702
SK SOSOP,Sabah,Pitas,89108,6.6604,117.07331
SK PINGGAN-PINGGAN,Sabah,Pitas,89108,6.6655,116.93619
SK RUKOM,Sabah,Pitas,89100,6.67062,117.10768
SMK PINGGAN-PINGGAN,Sabah,Pitas,89108,6.67153,116.94021
SK BAWANG PITAS,Sabah,Pitas,89100,6.67371,117.04434
SMK PITAS II,Sabah,Pitas,89108,6.67793,117.07858
SK KUSILAD,Sabah,Pitas,89109,6.69381,117.07751
SK ROSOB,Sabah,Pitas,89100,6.70149,116.98058
SK PEKAN PITAS II,Sabah,Pitas,89100,6.70832,117.02685
SMK PITAS,Sabah,Pitas,89108,6.70859,117.03017
SK BANGKAU-BANGKAU,Sabah,Pitas,89108,6.72008,116.99956
SK PEKAN PITAS,Sabah,Pitas,89108,6.7303,117.05449
SK SENAJA,Sabah,Pitas,89108,6.74447,117.0598
SK DATONG,Sabah,Pitas,89108,6.77039,117.10939
SK MANGKAPON PITAS,Sabah,Pitas,89100,6.80462,117.18373
SMK BONGKOL,Sabah,Pitas,89100,6.82788,117.16412
SK BONGKOL PITAS,Sabah,Pitas,89100,6.8281,117.16449
SK TELAGA,Sabah,Pitas,89108,6.8398,117.0742
SMK TELAGA,Sabah,Pitas,89100,6.839833,117.07705
SK MAPAN-MAPAN,Sabah,Pitas,89100,6.86065,117.24714
SK MARINGGAN PITAS,Sabah,Pitas,89100,6.89895,117.14167
SK LIU,Sabah,Pitas,89108,6.912383,117.103233
