school,state,district,postcode,lat,lon
SK TAMAN BUKIT MEWAH,Johor,Johor Bahru,81200,1.519475657,103.6874789
SK PENDIDIKAN KHAS JOHOR BAHRU,Johor,Johor Bahru,81300,1.51985,103.663268
SK TAMAN SKUDAI BARU,Johor,Johor Bahru,81300,1.520355112,103.6567998
SMK TAMAN MUTIARA RINI 2,Johor,Johor Bahru,81300,1.521638,103.650408
SK TAMAN TUN AMINAH,Johor,Johor Bahru,81300,1.522146196,103.6674643
SMK TAMAN SUTERA,Johor,Johor Bahru,81300,1.522164965,103.6684808
SK TAMAN MOLEK,Johor,Johor Bahru,81100,1.522266853,103.7831748
SJK(T) LADANG RINI,Johor,Johor Bahru,81300,1.522870137,103.649472
SMK TAMAN MOLEK,Johor,Johor Bahru,81100,1.523672,103.782021
SK CAHAYA BARU,Johor,Johor Bahru,81760,1.524478894,103.934328
SMK MUTIARA RINI,Johor,Johor Bahru,81300,1.524618319,103.6345643
SMK MAJIDI BARU 2,Johor,Johor Bahru,81200,1.524779195,103.7576911
SK TAMAN MUTIARA RINI,Johor,Johor Bahru,81300,1.525063408,103.6406261
SJK(C) CHIEN CHI,Johor,Johor Bahru,81750,1.525245734,103.8229036
SJK(C) THORBURN,Johor,Johor Bahru,81300,1.526188866,103.6279278
SJK(C) KUO KUANG,Johor,Johor Bahru,81300,1.526586363,103.670184
SJK(C) CHING YEH,Johor,Johor Bahru,81150,1.526968,103.544764
SEKOLAH SENI MALAYSIA JOHOR,Johor,Johor Bahru,81750,1.527004639,103.8977265
SK TAMAN UNIVERSITI 3,Johor,Johor Bahru,81300,1.527015364,103.6200321
SK KEMPAS,Johor,Johor Bahru,81200,1.527358565,103.7165862
SJK(C) PANDAN,Johor,Johor Bahru,81100,1.527471177,103.7687391
SMK TAMAN UNIVERSITI,Johor,Johor Bahru,81300,1.5278,103.6159
SK TAMAN UNIVERSITI 2,Johor,Johor Bahru,81300,1.531659295,103.6124843
SJK(C) JOHOR JAYA,Johor,Johor Bahru,81100,1.532077,103.801819
SK KANGKA TEBRAU,Johor,Johor Bahru,81100,1.53218482,103.7557518
SJK(C) KEMPAS BARU,Johor,Johor Bahru,81200,1.533182245,103.7089956
SMK TAMAN UNIVERSITI 2,Johor,Johor Bahru,81300,1.533758713,103.6319223
SK TAMAN JOHOR JAYA 2,Johor,Johor Bahru,81100,1.534892881,103.8043857
SK TMN JOHOR JAYA 3,Johor,Johor Bahru,81100,1.535064481,103.8121212
SK TAMAN UNIVERSITI 1,Johor,Johor Bahru,81300,1.535305793,103.6175001
SK TAMAN UNIVERSITI 4,Johor,Johor Bahru,81300,1.535391593,103.6271238
SJK(C) PU SZE,Johor,Johor Bahru,81300,1.536035092,103.6620998
SJK(T) LADANG SG PLENTONG,Johor,Johor Bahru,80730,1.536568659,103.8424703
SK TAMAN ANGGERIK,Johor,Johor Bahru,81200,1.536662503,103.6951286
SMK IMPIAN EMAS,Johor,Johor Bahru,81300,1.537016427,103.6813822
SMK TAMAN JOHOR JAYA (1),Johor,Johor Bahru,81100,1.537241652,103.7959957
SMK TAN SRI MOHAMED RAHMAT,Johor,Johor Bahru,81200,1.538542054,103.711254
SK TAMAN BUKIT KEMPAS,Johor,Johor Bahru,81200,1.538759235,103.6994416
SK TAMAN IMPIAN EMAS,Johor,Johor Bahru,81300,1.539000547,103.6836219
SK SEKUDAI BT 10,Johor,Johor Bahru,81300,1.539134609,103.6601955
SK TAMAN DESA SKUDAI,Johor,Johor Bahru,81300,1.539745932,103.6347467
SMK TAMAN JOHOR JAYA 2,Johor,Johor Bahru,81100,1.539960431,103.8127273
SMK TAMAN DESA SKUDAI,Johor,Johor Bahru,81300,1.540034,103.635443
SK BUKIT MUTIARA,Johor,Johor Bahru,81100,1.540855965,103.7413752
SK TAMAN DAYA,Johor,Johor Bahru,81100,1.541622799,103.7667328
SK TAMAN JOHOR JAYA 5,Johor,Johor Bahru,81100,1.544271861,103.8079476
SK TAMAN DAYA 2,Johor,Johor Bahru,81100,1.544778614,103.7560254
SK TAMAN JOHOR JAYA 1,Johor,Johor Bahru,81100,1.545438,103.796467
SMK AGAMA JOHOR BAHRU,Johor,Johor Bahru,81100,1.546556272,103.8055015
SMK SKUDAI,Johor,Johor Bahru,81300,1.5466,103.654
SK SRI SKUDAI,Johor,Johor Bahru,81300,1.548181,103.652101
SJK(T) LADANG TEBRAU,Johor,Johor Bahru,81100,1.550234,103.74139
SK KANGKAR PULAI 2,Johor,Johor Bahru,81300,1.552524,103.579646
SMK TAMAN DESA JAYA,Johor,Johor Bahru,81100,1.552562,103.811119
SMK KANGKAR PULAI,Johor,Johor Bahru,81300,1.552696,103.578559
SMK TAMAN DAYA,Johor,Johor Bahru,81100,1.552851795,103.7533754
SJK(C) THAI HONG,Johor,Johor Bahru,81300,1.553007306,103.678751
SJK(C) PEI CHIH,Johor,Johor Bahru,81800,1.553752686,103.815667
SMK TAMAN MOUNT AUSTIN,Johor,Johor Bahru,81100,1.554830537,103.7802887
SK TAMAN DESA JAYA,Johor,Johor Bahru,81100,1.555581279,103.8107076
SJK(C) FOON YEW 5,Johor,Johor Bahru,81100,1.556437,103.779297
SMK DESA CEMERLANG,Johor,Johor Bahru,81800,1.556718117,103.8178182
SK KANGKAR PULAI,Johor,Johor Bahru,81300,1.55774,103.588
SJK(T) DESA CEMERLANG,Johor,Johor Bahru,81800,1.557948796,103.8183627
SK TAMAN MOUNT AUSTIN,Johor,Johor Bahru,81100,1.558577,103.786446
SK DESA CEMERLANG,Johor,Johor Bahru,81800,1.558900628,103.8178718
SK TAMAN DAYA 3,Johor,Johor Bahru,81100,1.559136575,103.7631118
SJK(C) PULAI,Johor,Johor Bahru,81300,1.559662,103.59239
SJK(C) WOON HWA,Johor,Johor Bahru,81110,1.559667,103.582871
SMK SERI PULAI PERDANA,Johor,Johor Bahru,81300,1.559686,103.609635
SK SRI PULAI PERDANA,Johor,Johor Bahru,81300,1.5606434,103.6130697
SMK TAMAN DESA TEBRAU,Johor,Johor Bahru,81100,1.560739941,103.7933618
SJK(T) KANGKAR PULAI,Johor,Johor Bahru,81300,1.561802,103.582124
SMK TUN FATIMAH HASHIM,Johor,Johor Bahru,81100,1.565469597,103.7543088
SMK TAMAN DAYA 2,Johor,Johor Bahru,81100,1.565850329,103.7633747
SJK(C) BAN FOO,Johor,Johor Bahru,81800,1.567166801,103.8526011
SJK(T) LADANG MOUNT AUSTIN,Johor,Johor Bahru,81100,1.567426878,103.7930721
SK TAMAN SRI PULAI,Johor,Johor Bahru,81300,1.568434,103.617134
SMK TAMAN PELANGI INDAH,Johor,Johor Bahru,81800,1.571974198,103.7954083
SK TAMAN PELANGI INDAH,Johor,Johor Bahru,81800,1.578229,103.803643
SK KG. MAJU JAYA,Johor,Johor Bahru,81300,1.579931983,103.7184316
SK TAMAN PUTERI WANGSA,Johor,Johor Bahru,81800,1.581454898,103.8088864
SK SUNGAI TIRAM,Johor,Johor Bahru,81800,1.585160295,103.8797718
SMK SUNGAI TIRAM,Johor,Johor Bahru,81800,1.590088303,103.8592529
SMK PUTERI WANGSA,Johor,Johor Bahru,81800,1.59110715,103.8088113
SJK(T) LADANG MADOS,Johor,Johor Bahru,81800,1.594474703,103.9019752
SJK(C) TIRAM,Johor,Johor Bahru,81800,1.598574208,103.8196608
SK ULU TIRAM,Johor,Johor Bahru,81800,1.599981819,103.82285
SMK ULU TIRAM,Johor,Johor Bahru,81800,1.603016894,103.817727
SK TAMAN BUKIT TIRAM,Johor,Johor Bahru,81800,1.609864563,103.8073361
MADRASAH ALATTAS ALARABIAH JOHOR,Johor,Johor Bahru,81800,1.611108617,103.8247383
SJK(T) LADANG ULU TIRAM,Johor,Johor Bahru,81800,1.615827433,103.7942308
SMK (FELDA) ULU TEBRAU,Johor,Johor Bahru,81810,1.631239,103.753102
SK (FELDA) ULU TEBRAU,Johor,Johor Bahru,81810,1.632053642,103.754164
SK KG DATO IBRAHIM MAJID,Johor,Kluang,86200,1.772866404,103.3056396
SK BUKIT KENANGAN,Johor,Kluang,86200,1.780313999,103.3586696
SJK(T) LADANG SOUTHERN MALAY,Johor,Kluang,86300,1.780999,103.364383
SK (FELDA) LAYANG-LAYANG,Johor,Kluang,86200,1.791254,103.397942
SMK DATO' IBRAHIM MAJID,Johor,Kluang,86200,1.792549,103.317166
SJK(T) LADANG LAYANG,Johor,Kluang,81850,1.80875,103.455232
SMK SIMPANG RENGAM,Johor,Kluang,86200,1.812536322,103.3218884
SK DATO' ONN JAAFAR,Johor,Kluang,86200,1.814345,103.320392
SK PEKAN LAYANG-LAYANG,Johor,Kluang,81850,1.815252,103.472763
SJK(T) LADANG TUN DR ISMAIL,Johor,Kluang,86200,1.81591,103.394027
SJK(C) LAYANG,Johor,Kluang,81850,1.816399,103.477365
SMK LAYANG-LAYANG,Johor,Kluang,81850,1.816479,103.466102
SK SUNGAI LINAU,Johor,Kluang,86200,1.820151952,103.2619706
SK LADANG TUN DR ISMAIL,Johor,Kluang,86200,1.820213,103.386076
SJK(C) TUAN POON,Johor,Kluang,86200,1.8249239,103.31014
SMK DATO' ABD RAHMAN ANDAK,Johor,Kluang,86200,1.824997,103.305719
SK SIMPANG RENGAM,Johor,Kluang,86200,1.827345,103.311671
SJK(C) SOUTH MALAYA,Johor,Kluang,86200,1.829807,103.268986
SJK(T) LADANG ULU REMIS,Johor,Kluang,81850,1.840501,103.46733
SK LADANG ULU REMIS,Johor,Kluang,81850,1.840606765,103.4765071
SK SERI KG RENGAM,Johor,Kluang,86300,1.843137462,103.4104335
SK SERI MAJU JAYA,Johor,Kluang,86200,1.851587,103.213957
SJK(T) LADANG SIMPANG RENGAM,Johor,Kluang,86300,1.858892,103.336293
SK SERI KENCANA,Johor,Kluang,86200,1.863570564,103.2987356
SK SERI MACAP,Johor,Kluang,86200,1.874890165,103.2702586
SMK SERI MACHAP,Johor,Kluang,86200,1.879003,103.2642
SJK(T) LADANG SEMBRONG,Johor,Kluang,81850,1.879674,103.461137
SJK(C) CHIN CHIANG,Johor,Kluang,86300,1.881603,103.40397
SJK(C) MACHAP,Johor,Kluang,86200,1.882109,103.264967
SJK(T) JALAN BUKIT RENGAM,Johor,Kluang,86300,1.883118779,103.3992863
SK BANDAR RENGAM,Johor,Kluang,86300,1.88510254,103.3977199
SK JUBLI INTAN,Johor,Kluang,86300,1.885424231,103.404361
SMK DATO HJ HASSAN YUNOS,Johor,Kluang,86300,1.886303519,103.4043288
SJK(T) LADANG BUKIT BENUT,Johor,Kluang,86000,1.911916,103.333485
SK LADANG BUKIT BENUT,Johor,Kluang,86007,1.911963521,103.3335078
SK (FELDA) ULU PENGGELI,Johor,Kluang,86000,1.915544954,103.5193366
SJK(C) SAYONG,Johor,Kluang,86300,1.923039,103.373067
SMK SERI LALANG,Johor,Kluang,83000,1.941275545,103.2041191
SK BUKIT TONGKAT,Johor,Kluang,86000,1.943424111,103.4626991
SMK LKTP BELITONG,Johor,Kluang,86000,1.947374,103.474333
SK LKTP BELITONG,Johor,Kluang,86000,1.94756,103.47601
SK LKTP AYER HITAM,Johor,Kluang,86000,1.948881939,103.2328713
SMK BANDAR T6,Johor,Kluang,86000,1.955364,103.38729
SK BANDAR T6,Johor,Kluang,86000,1.95613,103.3905
SJK(T) LADANG LAMBAK,Johor,Kluang,86000,1.966733,103.325519
SM SAINS SEMBRONG,Johor,Kluang,86000,1.9673,103.38005
SJK(T) LADANG ELAEIS,Johor,Kluang,86000,1.972005,103.306537
SK SERI LALANG,Johor,Kluang,86000,1.978561916,103.2485408
SJK(C) SRI LALANG,Johor,Kluang,86000,1.98986869,103.2531542
SMK JLN MENGKIBOL,Johor,Kluang,86000,1.997750098,103.324517
KOLEJ VOKASIONAL KLUANG,Johor,Kluang,86000,2.001708,103.323367
SJK(T) LADANG MENGKIBOL,Johor,Kluang,86000,2.007087,103.298643
SK SERI TAMAN KLUANG BARAT,Johor,Kluang,86000,2.008225279,103.2855338
SMK JALAN KOTA TINGGI,Johor,Kluang,86000,2.008713,103.34807
SMK TAMAN KLUANG BARAT,Johor,Kluang,86000,2.011025,103.289943
SK SERI INTAN,Johor,Kluang,86000,2.012173,103.304204
SRA BERSEPADU KLUANG,Johor,Kluang,86000,2.013023477,103.3044487
SMK SERI INTAN,Johor,Kluang,86000,2.014416,103.305018
SM SAINS JOHOR,Johor,Kluang,86000,2.01557,103.31076
SJK(C) CHIAU MIN,Johor,Kluang,86000,2.016014973,103.2954097
SJK(C) PING MING,Johor,Kluang,86000,2.01830416,103.3255148
SK ABDUL RAHMAN YASSIN,Johor,Kluang,86000,2.020366838,103.3393751
SK CANOSSIAN CONVENT,Johor,Kluang,86000,2.020946,103.303937
SMK CANOSSIAN CONVENT,Johor,Kluang,86000,2.02212,103.30547
SMK TUN HUSSEIN ONN,Johor,Kluang,86000,2.023753,103.300447
SJK(C) CHONG HWA 2,Johor,Kluang,86000,2.026064319,103.3192384
SJK(C) CHONG HWA I,Johor,Kluang,86000,2.026713008,103.3189005
SJK(C) CHONG HWA 3,Johor,Kluang,86000,2.02708024,103.3275104
SK TUNKU MAHMOOD 1,Johor,Kluang,86000,2.027381,103.311465
SMK TAMAN SERI KLUANG,Johor,Kluang,86000,2.028184619,103.2969117
SK (L) BANDAR KLUANG,Johor,Kluang,86000,2.028265035,103.3133376
SK (P) BANDAR KLUANG,Johor,Kluang,86000,2.028886917,103.3149415
SK TUNKU MAHMOOD 2,Johor,Kluang,86000,2.028897639,103.3121789
SMK TINGGI KLUANG,Johor,Kluang,86000,2.030036863,103.3155477
SMA ARABIAH KLUANG,Johor,Kluang,86000,2.031999,103.325837
SJK(C) CHONG ENG,Johor,Kluang,86000,2.03321,103.319224
SK (FELDA) KAHANG BARAT,Johor,Kluang,86000,2.033459891,103.4236568
SJK(T) JALAN HAJI MANAN,Johor,Kluang,86000,2.038125,103.317804
SK KAMPONG MELAYU,Johor,Kluang,86000,2.03938919,103.3281648
SJK(C) PA YAI,Johor,Kluang,86000,2.04284,103.335094
SK SULTAN SIR IBRAHIM,Johor,Kluang,86000,2.044438,103.351542
SJK(T) LADANG NIYOR,Johor,Kluang,86000,2.049893,103.251466
SMK SULTAN ABDUL JALIL,Johor,Kluang,86000,2.051003798,103.3468223
SMK TENGKU ARIS BENDAHARA,Johor,Kluang,86000,2.051871,103.34664
SK DATO' SYED ZAIN ALSHAHAB,Johor,Kluang,86000,2.052231,103.343501
SK BATU 3,Johor,Kluang,86000,2.052775601,103.345685
SMK SERI PERDANA,Johor,Kluang,86000,2.05738,103.31192
SK SERI KG TENGAH,Johor,Kluang,86000,2.059096179,103.3425227
SK LKTP ULU DENGAR,Johor,Kluang,86000,2.07517896,103.5014892
SMK (FELDA) KAHANG TIMUR,Johor,Kluang,86007,2.08407,103.49611
SK (FELDA) KAHANG TIMUR,Johor,Kluang,86007,2.088012902,103.4905994
SK KG MELAYU NIYOR,Johor,Kluang,86000,2.090943,103.277578
SJK(T) CEP.NIYOR KLUANG,Johor,Kluang,86007,2.094078,103.268524
SMK SERI SEMBRONG,Johor,Kluang,86000,2.095158908,103.3848453
SJK(C) LIT TERK,Johor,Kluang,86000,2.095381,103.279503
SJK(C) KG. GAJAH,Johor,Kluang,86000,2.105322,103.394967
SJK(T) LADANG PAMOL,Johor,Kluang,86009,2.11176,103.39052
SK LADANG PAMOL,Johor,Kluang,86009,2.112017,103.392109
SK PENGKALAN TEREH,Johor,Kluang,86000,2.138986,103.347318
SJK(C) CHIAN BEE,Johor,Kluang,86600,2.141315,103.239107
SK KAMPONG CHAMEK,Johor,Kluang,86600,2.1526206,103.2283384
SK BUKIT PALOH,Johor,Kluang,86600,2.158876446,103.1642979
SJK(C) SENTRAL PALOH,Johor,Kluang,86600,2.175062,103.220765
SJK(C) YU MING,Johor,Kluang,86609,2.179675471,103.1824511
SJK(T) JALAN SETESYEN PALOH,Johor,Kluang,86600,2.185443,103.196533
SK BANDAR PALOH,Johor,Kluang,86600,2.193494871,103.1920481
SJK(C) PALOH,Johor,Kluang,86600,2.19421,103.19538
SK PALOH (2),Johor,Kluang,86600,2.194484,103.191026
SMK PALOH,Johor,Kluang,86600,2.195322796,103.1920588
SMK SERI KOTA PALOH,Johor,Kluang,86600,2.1984426,103.2017684
SJK(C) KAHANG,Johor,Kluang,86700,2.214475,103.541619
SK LADANG TEREH,Johor,Kluang,86009,2.220452,103.347855
SK SERI SEDOHOK,Johor,Kluang,86700,2.220701,103.489668
SMK KAHANG,Johor,Kluang,86700,2.222371537,103.546097
SJK(T) KAHANG BATU 24,Johor,Kluang,86700,2.227432,103.556598
SK KAHANG,Johor,Kluang,86700,2.265800718,103.6046362
SK LADANG MUTIARA,Johor,Kluang,86700,2.284827,103.476286
SMK TANJUNG DATUK,Johor,Kota Tinggi,81600,1.348776,104.189515
SK SUNGAI RENGIT,Johor,Kota Tinggi,81620,1.349158,104.223412
SJK(C) YOK POON,Johor,Kota Tinggi,81620,1.349267,104.222672
SMK TANJUNG PENGELIH,Johor,Kota Tinggi,81600,1.366177,104.105956
SK PENGERANG,Johor,Kota Tinggi,81600,1.366824,104.107981
SK TANJUNG PENGELIH,Johor,Kota Tinggi,81600,1.367951,104.107669
SK TELOK RAMUNIA,Johor,Kota Tinggi,81620,1.368482,104.239513
SJK(C) PEAY MIN,Johor,Kota Tinggi,81620,1.372343717,104.2472371
SJK(C) TAI SIN,Johor,Kota Tinggi,81620,1.383751,104.268225
SK SUNGAI KAPAL,Johor,Kota Tinggi,81620,1.384703,104.268033
SMK PENGERANG UTAMA,Johor,Kota Tinggi,81620,1.38573,104.26939
SK LEPAU,Johor,Kota Tinggi,81600,1.389504,104.149904
SK KG.BARU PASIR GOGOK,Johor,Kota Tinggi,81630,1.419819,104.103828
SJK(C) GOGOK,Johor,Kota Tinggi,81630,1.423360908,104.100641
SK PUNGGAI,Johor,Kota Tinggi,81620,1.437359,104.280439
SK TANJUNG SURAT,Johor,Kota Tinggi,81930,1.465688,104.041196
SMK ADELA,Johor,Kota Tinggi,81900,1.474425,104.180524
SK LKTP KLEDANG,Johor,Kota Tinggi,81900,1.476687,104.176904
SK (FELDA) ADELA,Johor,Kota Tinggi,81900,1.480392,104.183442
SK (FELDA) SENING,Johor,Kota Tinggi,81900,1.486046,104.190409
SK TANJONG BUAI,Johor,Kota Tinggi,81940,1.496709,104.044159
SK SUNGAI PAPAN,Johor,Kota Tinggi,81907,1.512662,104.104425
SJK(T) LDG SUNGAI PAPAN,Johor,Kota Tinggi,81900,1.518346,104.102924
SK KAMPONG LAYAU,Johor,Kota Tinggi,81900,1.544988,104.058947
SK BANDAR PENAWAR,Johor,Kota Tinggi,81930,1.554351,104.22455
SK BANDAR PENAWAR 2,Johor,Kota Tinggi,81930,1.555703,104.244054
SMK BANDAR PENAWAR,Johor,Kota Tinggi,81930,1.563433,104.228828
SMK AGAMA BANDAR PENAWAR,Johor,Kota Tinggi,81900,1.563842,104.226316
SK TELOK SENGAT,Johor,Kota Tinggi,81940,1.564192,104.030569
SJK(C) NAN YA,Johor,Kota Tinggi,81940,1.56427,104.030527
SJK(T) LDG TELUK SENGAT,Johor,Kota Tinggi,81909,1.564372,104.030364
SM SAINS KOTA TINGGI,Johor,Kota Tinggi,81930,1.566279,104.224552
SK (FELDA) SEMENCHU,Johor,Kota Tinggi,81900,1.566473,104.103226
SEKOLAH SUKAN TUNKU MAHKOTA ISMAIL,Johor,Kota Tinggi,81930,1.569783,104.22558
SMK SEMENCHU,Johor,Kota Tinggi,81900,1.571227,104.095016
SK JOHOR KAMPONG,Johor,Kota Tinggi,81940,1.586655,104.014583
SK (FELDA) AIR TAWAR 5,Johor,Kota Tinggi,81907,1.605534,104.084998
SK LKTP SUNGAI MAS,Johor,Kota Tinggi,81900,1.608646,104.159745
SMK BANDAR MAS,Johor,Kota Tinggi,81900,1.611181,104.14515
SK BANDAR MAS,Johor,Kota Tinggi,81900,1.613673,104.142604
SK PANCHOR,Johor,Kota Tinggi,81940,1.623193,103.975807
SK (FELDA) AIR TAWAR 1,Johor,Kota Tinggi,81907,1.623962,104.045669
SJK(T) LDG. NAM HENG,Johor,Kota Tinggi,81900,1.629855,103.901623
SK (FELDA) AIR TAWAR 4,Johor,Kota Tinggi,81900,1.632401,104.086162
SK NAM HENG,Johor,Kota Tinggi,81909,1.637075,103.919086
SJK(C) YU HWA,Johor,Kota Tinggi,81900,1.663048,103.856478
SMK TAMAN SERI SAUJANA,Johor,Kota Tinggi,81900,1.665576,103.86065
SK SERI SAUJANA,Johor,Kota Tinggi,81900,1.666515,103.859727
SMK AIR TAWAR,Johor,Kota Tinggi,81920,1.674526,104.025986
SK DATUK ISMAIL SA'ADON,Johor,Kota Tinggi,81920,1.674602,104.025
SJK(T) LADANG REM,Johor,Kota Tinggi,81900,1.693922225,103.8958114
SK (FELDA) LOK HENG,Johor,Kota Tinggi,81900,1.694808,104.110167
SMK LOKMAN HAKIM,Johor,Kota Tinggi,81900,1.699438,104.1153
SK (FELDA) LOK HENG SELATAN,Johor,Kota Tinggi,81900,1.70105,104.113861
SK MUZAFFAR SYAH,Johor,Kota Tinggi,81900,1.701989,103.991971
SK TUN DR SYED NASIR,Johor,Kota Tinggi,81960,1.705888,103.956902
SJK(T) LADANG PASAK,Johor,Kota Tinggi,81909,1.711663,103.943988
SJK(C) MAWAI,Johor,Kota Tinggi,81900,1.713888,103.896336
SJK(T) JALAN TAJUL,Johor,Kota Tinggi,81900,1.721452,103.896565
SMK TUN HABAB,Johor,Kota Tinggi,81900,1.722561,103.896393
SMK LAKSAMANA,Johor,Kota Tinggi,81907,1.722729,103.896105
SK BANDAR,Johor,Kota Tinggi,81900,1.725103,103.897173
SJK(C) PEI HWA,Johor,Kota Tinggi,81900,1.727185,103.897583
SK SUNGAI TELOR,Johor,Kota Tinggi,81900,1.733037,103.835896
SK TAMAN KOTA JAYA,Johor,Kota Tinggi,81900,1.734358,103.888763
SMA KOTA TINGGI,Johor,Kota Tinggi,81900,1.739503,103.890509
SJK(C) NEW KOTA,Johor,Kota Tinggi,81900,1.742718,103.904601
SMK TAMAN KOTA JAYA,Johor,Kota Tinggi,81900,1.743088,103.890282
SK LAKSAMANA,Johor,Kota Tinggi,81900,1.743346,103.905225
SRA BERSEPADU KOTA TINGGI,Johor,Kota Tinggi,81900,1.743406,103.906592
SK DATUK USMAN AWANG,Johor,Kota Tinggi,81900,1.744703,103.905087
SMK BANDAR KOTA TINGGI,Johor,Kota Tinggi,81907,1.7453331,103.9049041
KOLEJ VOKASIONAL KOTA TINGGI ,Johor,Kota Tinggi,81907,1.747166879,103.9074039
SK (FELDA) BUKIT WAHA,Johor,Kota Tinggi,81900,1.750329,104.073389
SK SEMANGAR,Johor,Kota Tinggi,81900,1.753660158,103.7836629
SMK BANDAR EASTER,Johor,Kota Tinggi,81900,1.754343,104.076829
SK LKTP BUKIT RAMUN,Johor,Kota Tinggi,81040,1.754776,103.725061
SK LKTP PASIR RAJA,Johor,Kota Tinggi,81050,1.756673546,103.6759508
SK BANDAR EASTER,Johor,Kota Tinggi,81907,1.75936,104.076643
SMK SULTAN ALAUDDIN,Johor,Kota Tinggi,81450,1.765295456,103.7080944
SK LKTP BUKIT BESAR,Johor,Kota Tinggi,81450,1.767167,103.70763
SK SRI PERANI,Johor,Kota Tinggi,81900,1.772944,103.980206
SK LKTP SUNGAI SAYONG,Johor,Kota Tinggi,81000,1.782948,103.68134
SJK(T) LDG PELEPAH,Johor,Kota Tinggi,81900,1.786305,103.863751
SK BUKIT LINTANG,Johor,Kota Tinggi,81900,1.796097,103.888508
SK SAYONG PINANG,Johor,Kota Tinggi,81440,1.820475,103.687627
SK (FELDA) LINGGIU,Johor,Kota Tinggi,81907,1.821681,103.726465
SMK SERI AMAN,Johor,Kota Tinggi,81900,1.822762,103.990393
SMK LINGGIU,Johor,Kota Tinggi,81900,1.82297221,103.7247509
SK SERI AMAN,Johor,Kota Tinggi,81900,1.824017,103.992211
SK PETRI JAYA,Johor,Kota Tinggi,81907,1.826967,103.766032
SK BUKIT MAHKOTA,Johor,Kota Tinggi,81900,1.835825,104.024934
SK SEDILI KECIL,Johor,Kota Tinggi,81910,1.841588,104.14126
SMK SERI PINANG,Johor,Kota Tinggi,81440,1.844783,103.62817
SK FELDA PENGELI TIMUR,Johor,Kota Tinggi,81440,1.846032746,103.6439359
SK FELDA SUNGAI SIBOL,Johor,Kota Tinggi,81440,1.848099,103.636754
SK BANDAR TENGGARA 2,Johor,Kota Tinggi,81440,1.854859,103.627825
SK MAWAI,Johor,Kota Tinggi,81907,1.856595,103.986994
SMK BANDAR TENGGARA 2,Johor,Kota Tinggi,81440,1.85667,103.635
SMA BANDAR TENGGARA,Johor,Kota Tinggi,81440,1.863243,103.615699
SK BANDAR TENGGARA 1,Johor,Kota Tinggi,81440,1.874622,103.618626
SMK BANDAR TENGGARA,Johor,Kota Tinggi,81440,1.874638,103.616954
SK GEMBUT,Johor,Kota Tinggi,81910,1.898769,104.058225
SK SEDILI BESAR,Johor,Kota Tinggi,81910,1.925715538,104.1214442
SMK TAN SRI JAAFAR ALBAR,Johor,Kota Tinggi,81910,1.926338,104.107674
SK SERI SETIA JAYA,Johor,Kota Tinggi,81910,1.927148,104.107234
SK TELOK HUTAN LESONG,Johor,Kota Tinggi,81910,1.93511,104.061903
SK SEMPANG,Johor,Kota Tinggi,81910,1.941506,104.07193
SK LKTP TENGGAROH SELATAN,Johor,Kota Tinggi,86810,1.985008,104.084438
SK TUNJUK LAUT,Johor,Kota Tinggi,81900,2.005946,103.957035
SK FELCRA SUNGAI ARA,Johor,Kota Tinggi,81900,2.012369,103.863391
SK SRI GUNUNG PULAI,Johor,Kulai,81000,1.59284455,103.5132506
SMK SENAI,Johor,Kulai,81400,1.59622,103.642546
SK SENAI,Johor,Kulai,81400,1.596501,103.644755
SJK(C) SENAI,Johor,Kulai,81400,1.601133,103.646054
SK SENAI UTAMA,Johor,Kulai,81400,1.611767,103.64172
SJK(C) KULAI 2,Johor,Kulai,81000,1.619233,103.614599
SM PENDIDIKAN KHAS VOKASIONAL INDAHPURA,Johor,Kulai,81000,1.625894,103.611693
SK TAMAN MUHIBBAH,Johor,Kulai,81400,1.628014,103.615957
SMK INDAHPURA 1,Johor,Kulai,81000,1.628989,103.615036
SJK(C) SALENG,Johor,Kulai,81400,1.62911,103.635665
SJK(C) SEELONG,Johor,Kulai,81410,1.629539,103.695643
SK TAMAN INDAHPURA 2,Johor,Kulai,81000,1.630008,103.615591
SK TAMAN INDAHPURA 1,Johor,Kulai,81000,1.636832,103.619194
SJK(T) LADANG KULAI BESAR,Johor,Kulai,81000,1.643936335,103.5953021
SMK KULAI BESAR,Johor,Kulai,81000,1.64493,103.615002
SK PUTRA UTAMA,Johor,Kulai,81000,1.648978,103.631541
SMK SULTAN IBRAHIM,Johor,Kulai,81000,1.651401,103.60437
SK TAMAN KOTA KULAI 2,Johor,Kulai,81000,1.652718,103.571698
SMK TAMAN KOTA KULAI,Johor,Kulai,81000,1.654687,103.575828
SK KULAI 1,Johor,Kulai,81000,1.655672,103.605481
SJK(C) KULAI 1,Johor,Kulai,81000,1.656978,103.601839
SK KULAI,Johor,Kulai,81000,1.658312368,103.5987246
SK TAMAN KOTA KULAI,Johor,Kulai,81000,1.659266835,103.5828137
SK BANDAR PUTRA,Johor,Kulai,81000,1.66131,103.633647
SMK BANDAR PUTRA,Johor,Kulai,81000,1.66205,103.631545
SMK TAMAN PUTRI,Johor,Kulai,81000,1.662216,103.575015
SMK TUNKU ABDUL RAHMAN PUTRA,Johor,Kulai,81000,1.662626,103.594082
SMK MUNSHI ABDULLAH,Johor,Kulai,81000,1.663778,103.595993
